appid,name,developer,publisher,release_date,release_year,genres,categories,steamspy_tags,platforms,positive_ratings,negative_ratings,total_ratings,positive_ratio,well_received,reception_tier,owners,owners_avg,pred_positive_ratio,pred_well_received_proba,pred_owners,pred_reception_tier,reception_gap,owners_gap_log,price,price_log,is_free,achievements,achievements_log,achievements_per_dollar,required_age,num_genres,dev_avg_rating,dev_game_count,pub_avg_rating,pub_game_count,release_month,release_year_filled,name_len,name_word_count,platform_windows,platform_mac,platform_linux,num_platforms,genre_Indie,genre_Action,genre_Casual,genre_Adventure,genre_Strategy,genre_Simulation,genre_RPG,genre_Early_Access,genre_Free_to_Play,genre_Sports,cat_multiplayer,cat_singleplayer,cat_coop,cat_online_multiplayer,cat_steam_achievements,cat_steam_trading_cards,cat_full_controller_support,cat_steam_cloud,tag_Indie,tag_Action,tag_Casual,tag_Adventure,tag_Strategy,tag_Simulation,tag_Early_Access,tag_RPG,tag_Free_to_Play,tag_Puzzle,tag_VR,tag_Sports,tag_Racing,tag_Platformer,tag_Nudity
107200,Space Pirates and Zombies,MinMax Games Ltd.,MinMax Games Ltd.,2011-08-15,2011,Action;Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Space;Action;Indie,windows;mac;linux,2315,202,2517,0.919745729042511,1,Great,500000-1000000,750000.0,0.80189824,0.86513376,295123.6,Great,0.11784748799942013,0.9326769639255037,6.99,2.0781907597781832,0,48,3.8918202981106265,6.007509386733417,0,4,0.7210343654522559,2,0.7210343654522559,2,8,2011,25,4,1,1,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107300,Breath of Death VII,Zeboyd Games,Zeboyd Games,2011-07-13,2011,RPG;Indie,Single-player;Full controller support,RPG;Indie;JRPG,windows,994,187,1181,0.8416596104995766,1,Great,500000-1000000,750000.0,0.82456917,0.9152541,182603.69,Great,0.017090444792942083,1.4127508927585115,0.0,0.0,1,0,0.0,0.0,0,2,0.7608801762500874,5,0.7473674541783949,3,7,2011,19,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107310,Cthulhu Saves the World,Zeboyd Games,Zeboyd Games,2011-07-13,2011,Indie;RPG,Single-player;Full controller support;Steam Trading Cards,RPG;Indie;Comedy,windows,2868,222,3090,0.9281553398058252,1,Great,500000-1000000,750000.0,0.79140884,0.8178551,286645.16,Great,0.13674650296424196,0.9618260194064607,0.0,0.0,1,0,0.0,0.0,0,2,0.7547019098710697,5,0.7401594767362075,3,7,2011,23,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,2013-09-12,2013,Action;Simulation;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Simulation;Military;Multiplayer,windows,105034,12524,117558,0.8934653532724273,1,Great,2000000-5000000,3500000.0,0.74255294,0.8288348,2609034.8,Great,0.15091241719530935,0.29378250205425793,29.99,3.433664571799657,0,104,4.653960350157523,3.355921264924169,0,3,0.670844708504782,16,0.673629143987625,24,9,2013,6,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107600,Waves,Squid In A Box Ltd,Squid In A Box Ltd,2011-11-16,2011,Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;Twin Stick Shooter;Action,windows,974,60,1034,0.941972920696325,1,Great,100000-200000,150000.0,0.83686596,0.8927009,107550.37,Great,0.10510695914465873,0.3326733627697127,3.99,1.6074359097634274,0,54,4.007333185232471,10.821643286573146,0,3,0.7296728712189681,2,0.7296728712189681,2,11,2011,5,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108110,Starpoint Gemini,Little Green Men Games,Iceberg Interactive,2012-02-16,2012,RPG;Simulation,Single-player,RPG;Simulation;Space,windows,35,75,110,0.3181818181818182,0,Poor,50000-100000,75000.0,0.6084933,0.25069028,124448.36,Average,-0.29031150991266425,-0.5063974414123997,10.59,2.4501426573516603,0,0,0.0,0.0,0,2,0.7151423911670948,3,0.6789507212845433,38,2,2012,16,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
108200,Ticket to Ride,Days of Wonder,Days of Wonder;Asmodee Digital,2012-05-24,2012,Casual;Indie;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Board Game;Strategy;Multiplayer,windows;mac;linux,1476,283,1759,0.8391131324616259,1,Great,200000-500000,350000.0,0.7676322,0.8983116,467510.7,Great,0.07148094604881461,-0.2894883053428945,6.99,2.0781907597781832,0,83,4.430816798843313,10.387984981226532,0,3,0.7076544958613995,4,0.7076544958613995,4,5,2012,14,3,1,1,1,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108210,Memoir '44 Online,Days of Wonder,Days of Wonder;Asmodee Digital,2011-10-12,2011,Casual;Simulation;Strategy,Single-player;Multi-player;Steam Achievements,Strategy;Board Game;Casual,windows,177,119,296,0.597972972972973,0,Average,200000-500000,350000.0,0.72352546,0.43305084,136997.66,Average,-0.1255524915617865,0.937964926468629,0.0,0.0,1,62,4.143134726391533,62.0,0,3,0.7262037388989881,4,0.7262037388989881,4,10,2011,17,3,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108500,Vessel,Strange Loop Games,IndiePub,2012-03-01,2012,Action;Indie;Strategy,Single-player;Steam Achievements;Full controller support,Puzzle;Indie;Platformer,windows,540,70,610,0.8852459016393442,1,Great,200000-500000,350000.0,0.8043034,0.8625403,219682.05,Great,0.08094249397027686,0.46575022767712504,14.99,2.771963526845863,0,20,3.044522437723423,1.2507817385866167,0,3,0.7168091844334689,2,0.7139077639746677,1,3,2012,6,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
108600,Project Zomboid,The Indie Stone,The Indie Stone,2013-11-08,2013,Indie;RPG;Simulation;Early Access,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,Early Access;Survival;Zombies,windows;mac;linux,17273,2606,19879,0.8689068866643191,1,Great,500000-1000000,750000.0,0.700024,0.71134,396975.38,Great,0.16888287791340362,0.6361977387668123,9.99,2.39698576841553,0,0,0.0,0.0,0,4,0.7139077639746677,1,0.7139077639746677,1,11,2013,15,2,1,1,1,3,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108700,Death Rally,Remedy Entertainment;Mountain Sheep;Cornfox & Brothers,Remedy Entertainment,2012-08-03,2012,Action;Racing,Single-player;Multi-player;Co-op,Racing;Action;Remake,windows,376,158,534,0.704119850187266,1,Average,50000-100000,75000.0,0.7311155,0.71663254,167640.17,Average,-0.02699566981319179,-0.8043243441833958,6.99,2.0781907597781832,0,87,4.477336814478207,10.888610763454318,0,2,0.7139077639746677,1,0.7302677597597526,3,8,2012,11,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
108710,Alan Wake,Remedy Entertainment,Remedy Entertainment,2012-02-16,2012,Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Horror;Adventure,windows,22962,2163,25125,0.913910447761194,1,Great,2000000-5000000,3500000.0,0.8153942,0.9370601,651925.25,Great,0.09851622502483537,1.6805870827427345,11.39,2.516889695641051,0,67,4.219507705176107,5.4075867635189665,0,2,0.7519233911305268,5,0.7127852099619253,3,2,2012,9,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
108800,Crysis 2 - Maximum Edition,Crytek Studios,Electronic Arts,2011-03-22,2011,Action,Single-player;Partial Controller Support,Action;FPS;Sci-fi,windows,6724,1432,8156,0.8244237371260422,1,Great,2000000-5000000,3500000.0,0.80034256,0.8873511,588942.8,Great,0.024081177311589097,1.7821877297153907,19.99,3.0440461338325417,0,0,0.0,0.0,0,1,0.7249852870496392,2,0.7915114604019453,32,3,2011,26,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109200,Legend of Fae,Endlessfluff Games,Endlessfluff Games,2011-07-26,2011,Casual;Indie,Single-player,Indie;Casual;Female Protagonist,windows,77,22,99,0.7777777777777778,1,Great,0-20000,10000.0,0.72807366,0.64358777,30200.594,Great,0.04970412121878731,-1.105209619290573,6.99,2.0781907597781832,0,0,0.0,0.0,0,2,0.7261541322343403,2,0.7261541322343403,2,7,2011,13,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109500,Fowl Space,Pixelante Game Studios,Pixelante Game Studios,2012-03-21,2012,Action;Indie,Single-player,Action;Indie;Memes,windows,116,77,193,0.6010362694300518,0,Average,20000-50000,35000.0,0.5861085,0.31640938,57545.2,Poor,0.014927763704191244,-0.49721144940891193,3.99,1.6074359097634274,0,0,0.0,0.0,0,2,0.7139077639746677,1,0.7139077639746677,1,3,2012,10,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109600,Neverwinter,Cryptic Studios,Perfect World Entertainment,2013-12-05,2013,Adventure;Free to Play;Massively Multiplayer;RPG,Multi-player;MMO;Co-op;Steam Trading Cards;In-App Purchases;Includes level editor,Free to Play;MMORPG;RPG,windows,18517,5297,23814,0.777567817250357,1,Great,5000000-10000000,7500000.0,0.6654977,0.67012113,1775501.6,Average,0.11207009700881032,1.4408196337758987,0.0,0.0,1,0,0.0,0.0,0,4,0.7181075492021932,3,0.7228060313604001,4,12,2013,11,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
109700,Achron,Hazardous Software Inc.,Hazardous Software Inc.,2011-08-29,2011,Indie;Strategy,Single-player;Multi-player,Strategy;Indie;Time Travel,windows,54,32,86,0.627906976744186,0,Average,20000-50000,35000.0,0.66330355,0.32821798,51036.785,Average,-0.0353965773138889,-0.37718962934055256,14.99,2.771963526845863,0,18,2.9444389791664403,1.125703564727955,0,2,0.7139077639746677,1,0.7139077639746677,1,8,2011,6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110400,inMomentum,Digital Arrow,White Rabbit Interactive,2011-10-31,2011,Indie;Racing,Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Racing;Indie;Parkour,windows,117,40,157,0.7452229299363057,1,Average,50000-100000,75000.0,0.7483539,0.662949,60654.766,Great,-0.003130968588932359,0.21228675505976824,6.99,2.0781907597781832,0,37,3.6375861597263857,4.630788485607009,0,2,0.7139077639746677,1,0.7139077639746677,1,10,2011,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110500,Data Jammers: FastForward,Digital Eel,Digital Eel,2011-10-24,2011,Action;Indie,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Arcade,windows;mac,54,26,80,0.675,0,Average,50000-100000,75000.0,0.74531424,0.55624694,100936.8,Average,-0.0703142404556274,-0.29700298645634504,0.0,0.0,1,21,3.091042453358316,21.0,0,2,0.7173272735768389,5,0.7173272735768389,5,10,2011,25,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110600,Astro Tripper,PomPom,Pom Pom Games,2011-09-15,2011,Action;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Action;Shoot 'Em Up,windows,30,26,56,0.5357142857142857,0,Average,20000-50000,35000.0,0.6736952,0.46462688,58726.383,Average,-0.13798092092786518,-0.5175294807199471,3.99,1.6074359097634274,0,8,2.1972245773362196,1.6032064128256511,0,2,0.7157684217951524,2,0.7157684217951524,2,9,2011,13,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110610,Alien Zombie Megadeath,PomPom,Pom Pom Games,2011-10-18,2011,Action;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Arcade,windows,47,17,64,0.734375,1,Average,20000-50000,35000.0,0.6295228,0.3873847,58866.176,Average,0.10485219955444336,-0.5199069907907479,3.99,1.6074359097634274,0,13,2.6390573296152584,2.6052104208416833,0,2,0.6977083568600876,2,0.6977083568600876,2,10,2011,22,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110630,Mutant Storm: Reloaded,PomPom Games,PomPom Games,2012-03-21,2012,Action;Indie,Single-player;Co-op;Shared/Split Screen;Full controller support,Indie;Action;Twin Stick Shooter,windows,23,14,37,0.6216216216216216,0,Average,20000-50000,35000.0,0.68669534,0.400379,69024.48,Average,-0.06507371567391063,-0.6790990760568612,3.99,1.6074359097634274,0,12,2.5649493574615367,2.4048096192384767,0,2,0.7139077639746677,1,0.7139077639746677,1,3,2012,22,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110800,L.A. Noire,Team Bondi;Rockstar Leeds,Rockstar Games,2011-11-08,2011,Adventure;Strategy,Single-player;Steam Achievements;Partial Controller Support,Detective;Crime;Open World,windows,14096,2315,16411,0.8589360794588995,1,Great,1000000-2000000,1500000.0,0.77544564,0.8462633,1748760.2,Great,0.08349043937177181,-0.15344192592811012,19.99,3.0440461338325417,0,60,4.110873864173311,2.858504049547404,18,2,0.7139077639746677,1,0.7694390344254761,15,11,2011,10,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111000,The Clockwork Man,Total Eclipse,Total Eclipse,2011-08-10,2011,Indie;Casual,Single-player,Casual;Indie;Hidden Object,windows;mac;linux,40,32,72,0.5555555555555556,0,Average,0-20000,10000.0,0.68955487,0.57602805,69731.05,Great,-0.133999314573076,-1.9419749085972136,4.99,1.7900914121273581,0,0,0.0,0.0,0,2,0.7139077639746677,1,0.7139077639746677,1,8,2011,17,3,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111010,The Clockwork Man: The Hidden World,Total Eclipse P.C.,Total Eclipse P.C.,2011-09-23,2011,Adventure;Casual;Indie,Single-player,Adventure;Casual;Indie,windows;mac;linux,41,20,61,0.6721311475409836,0,Average,0-20000,10000.0,0.7017807,0.46420625,72683.95,Average,-0.029649529300752264,-1.983449250943405,6.99,2.0781907597781832,0,0,0.0,0.0,0,3,0.7139077639746677,1,0.7139077639746677,1,9,2011,35,6,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
111100,Snuggle Truck,Owlchemy Labs,Owlchemy Labs,2012-02-03,2012,Casual;Indie;Racing,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Includes level editor,Casual;Racing;Indie,windows;mac;linux,363,81,444,0.8175675675675675,1,Great,100000-200000,150000.0,0.7543371,0.8187688,160641.94,Great,0.06323049519513102,-0.0685421905139787,3.99,1.6074359097634274,0,11,2.4849066497880004,2.2044088176352705,0,3,0.7362134359575809,6,0.7357053607612392,5,2,2012,13,2,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
111400,Bunch of Heroes,NGD Studios,NGD Studios,2011-09-21,2011,Action;Indie,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Co-op,windows,180,206,386,0.46632124352331605,0,Poor,100000-200000,150000.0,0.6446679,0.36193392,59825.71,Poor,-0.17834667992715392,0.9191897430797713,3.99,1.6074359097634274,0,59,4.0943445622221,11.823647294589177,0,2,0.7075913430668819,4,0.7049009250574404,2,9,2011,15,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111600,Serious Sam Double D XXL,Mommy's Best Games,Devolver Digital;Croteam,2011-08-30,2011,Action;Indie,Single-player;Local Co-op;Steam Achievements;Partial Controller Support,Action;Indie;Platformer,windows,514,92,606,0.8481848184818482,1,Great,500000-1000000,750000.0,0.8104971,0.88672197,95325.68,Great,0.037687713360235686,2.062764816403531,6.99,2.0781907597781832,0,30,3.4339872044851463,3.7546933667083855,0,2,0.7617984051142291,6,0.7604438772560204,5,8,2011,24,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
112100,Avadon: The Black Fortress,Spiderweb Software,Spiderweb Software,2011-08-17,2011,RPG;Indie,Single-player;Steam Achievements;Stats,RPG;Indie;Fantasy,windows;mac;linux,342,76,418,0.8181818181818182,1,Great,200000-500000,350000.0,0.9013474,0.9883846,199373.06,Great,-0.08316558057611634,0.5627532107703868,6.99,2.0781907597781832,0,30,3.4339872044851463,3.7546933667083855,0,2,0.8162428000272764,15,0.8162428000272764,15,8,2011,26,4,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113020,Monaco: What's Yours Is Mine,Pocketwatch Games,Pocketwatch Games,2013-04-24,2013,Action;Adventure;Casual;Indie;Strategy,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Co-op;Stealth;Indie,windows;mac;linux,7237,749,7986,0.9062108690207864,1,Great,2000000-5000000,3500000.0,0.69732624,0.73726326,791676.3,Great,0.20888462609704983,1.4863646324863868,10.99,2.4840729690394228,0,13,2.6390573296152584,1.0842368640533777,0,5,0.6731215374741937,4,0.6731215374741937,4,4,2013,28,5,1,1,1,3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,Edmund McMillen,2011-09-28,2011,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards,Rogue-like;Indie;Replay Value,windows;mac,43227,1923,45150,0.9574086378737542,1,Great,2000000-5000000,3500000.0,0.7827418,0.8457487,359907.75,Great,0.1746668528243157,2.2746680077305275,3.99,1.6074359097634274,0,99,4.605170185988092,19.839679358717433,0,4,0.7139077639746677,1,0.7255025833589772,2,9,2011,20,4,1,1,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113400,APB Reloaded,Little Orbit,Little Orbit,2011-12-06,2011,Action;Free to Play;Massively Multiplayer,Multi-player;MMO;Steam Achievements,Free to Play;Open World;Action,windows,20028,11779,31807,0.6296727135536203,0,Average,5000000-10000000,7500000.0,0.6407845,0.21493994,1475622.0,Average,-0.011111788475798634,1.6258229144155472,0.0,0.0,1,60,4.110873864173311,60.0,0,3,0.6995720299102013,2,0.6995720299102013,2,12,2011,12,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
113420,Fallen Earth Free2Play,Little Orbit,Little Orbit,2012-02-22,2012,Free to Play;Massively Multiplayer;RPG,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Survival;Multiplayer,windows,3938,3142,7080,0.5562146892655367,0,Average,2000000-5000000,3500000.0,0.65081465,0.2969724,2545281.0,Average,-0.09459996317739539,0.31852176749615246,0.0,0.0,1,650,6.478509642208569,650.0,0,3,0.7062500321182088,2,0.7062500321182088,2,2,2012,22,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115100,Costume Quest,Double Fine Productions,Double Fine Productions,2011-10-14,2011,Adventure;Casual;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG;Adventure;Comedy,windows;mac;linux,2635,210,2845,0.9261862917398945,1,Great,200000-500000,350000.0,0.85804236,0.948203,279353.12,Great,0.06814393238778271,0.22545577119519145,6.99,2.0781907597781832,0,21,3.091042453358316,2.6282853566958697,0,3,0.7616054873756654,14,0.7635339141051442,14,10,2011,13,2,1,1,1,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
115110,Stacking,Double Fine Productions,Double Fine Productions,2012-03-06,2012,Adventure;Indie,Single-player;Partial Controller Support,Adventure;Puzzle;Indie,windows;mac;linux,1271,155,1426,0.8913043478260869,1,Great,200000-500000,350000.0,0.852568,0.93201226,224616.45,Great,0.03873637707337085,0.44353724549939066,6.99,2.0781907597781832,0,21,3.091042453358316,2.6282853566958697,0,2,0.7631220936327874,14,0.7650505203622664,14,3,2012,8,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
115120,Iron Brigade,Double Fine Productions,Double Fine Productions,2012-08-13,2012,Action;Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Steam Leaderboards,Tower Defense;Action;Mechs,windows,573,124,697,0.8220946915351507,1,Great,100000-200000,150000.0,0.824933,0.9287863,354428.25,Great,-0.002838300923192816,-0.8598668059924943,10.99,2.4840729690394228,0,23,3.1780538303479458,1.9182652210175146,0,2,0.7661312091236975,14,0.7680596358531766,14,8,2012,12,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115200,Cossacks II: Napoleonic Wars,GSC Game World,GSC World Publishing,2011-08-26,2011,Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Strategy;RTS;Historical,windows,151,183,334,0.45209580838323354,0,Poor,50000-100000,75000.0,0.71505994,0.42762828,119326.0,Great,-0.2629641276633668,-0.4643661532654271,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.757511059914605,12,0.729513478667373,8,8,2011,28,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115210,American Conquest,GSC Game World,GSC World Publishing,2011-08-26,2011,Strategy,Single-player,Strategy;RTS;Historical,windows,180,92,272,0.6617647058823529,0,Average,100000-200000,150000.0,0.7110231,0.4303541,89817.41,Average,-0.04925838638754454,0.5128520050426619,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7475268267003612,12,0.7171800141086013,8,8,2011,17,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115220,American Conquest: Fight Back,GSC Game World,GSC World Publishing,2011-08-26,2011,Strategy,Single-player,Strategy;RTS;Historical,windows,151,73,224,0.6741071428571429,0,Average,100000-200000,150000.0,0.73074424,0.50041366,97717.695,Average,-0.05663709981100895,0.42854910282098224,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7469390916063237,12,0.7164539884042019,8,8,2011,29,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115320,Prototype 2,Radical Entertainment,Activision,2012-07-26,2012,Action;Adventure,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Open World;Gore,windows,5411,2244,7655,0.7068582625734814,1,Average,500000-1000000,750000.0,0.7898983,0.85566074,1468294.2,Great,-0.08304001375555914,-0.6717827986477385,19.99,3.0440461338325417,0,43,3.784189633918261,2.048594568842306,18,2,0.7220738090370898,2,0.7512943733956068,44,7,2012,11,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115800,Owlboy,D-Pad Studio,D-Pad Studio,2016-11-01,2016,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Pixel Graphics;Adventure;Great Soundtrack,windows;mac;linux,3542,555,4097,0.8645350256285087,1,Great,200000-500000,350000.0,0.8135506,0.86234885,124605.59,Great,0.05098443415969767,1.0327744586341563,18.99,2.995232148512309,0,12,2.5649493574615367,0.6003001500750376,0,3,0.7139077639746677,1,0.7139077639746677,1,11,2016,6,1,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116100,Super Toy Cars,Eclipse Games,Eclipse Games,2014-06-06,2014,Indie;Racing,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Racing;Indie;Multiplayer,windows;mac,201,132,333,0.6036036036036037,0,Average,20000-50000,35000.0,0.75201505,0.6575257,55595.242,Great,-0.14841145062231798,-0.4627389838937752,6.99,2.0781907597781832,0,26,3.295836866004329,3.254067584480601,0,2,0.7275931498165599,4,0.7230743971497581,3,6,2014,14,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200010,Quantum Conundrum,Airtight Games,Square Enix,2012-06-21,2012,Casual;Strategy,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Puzzle;First-Person;Comedy,windows,1224,225,1449,0.84472049689441,1,Great,200000-500000,350000.0,0.7941673,0.9200537,257025.62,Great,0.05055321669726642,0.30875636171032816,6.99,2.0781907597781832,0,25,3.258096538021482,3.1289111389236544,0,2,0.7054882879244087,3,0.7322727496882491,97,6,2012,17,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
