appid,name,developer,publisher,release_date,release_year,genres,categories,steamspy_tags,platforms,positive_ratings,negative_ratings,total_ratings,positive_ratio,well_received,reception_tier,owners,owners_avg,pred_positive_ratio,pred_well_received_proba,pred_owners,pred_reception_tier,reception_gap,owners_gap_log,price,price_log,is_free,achievements,achievements_log,achievements_per_dollar,required_age,num_genres,dev_avg_rating,dev_game_count,pub_avg_rating,pub_game_count,release_month,release_year_filled,name_len,name_word_count,platform_windows,platform_mac,platform_linux,num_platforms,genre_Indie,genre_Action,genre_Casual,genre_Adventure,genre_Strategy,genre_Simulation,genre_RPG,genre_Early_Access,genre_Free_to_Play,genre_Sports,cat_multiplayer,cat_singleplayer,cat_coop,cat_online_multiplayer,cat_steam_achievements,cat_steam_trading_cards,cat_full_controller_support,cat_steam_cloud,tag_Indie,tag_Action,tag_Casual,tag_Adventure,tag_Strategy,tag_Simulation,tag_Early_Access,tag_RPG,tag_Free_to_Play,tag_Puzzle,tag_VR,tag_Sports,tag_Racing,tag_Platformer,tag_Nudity
1930,Two Worlds Epic Edition,Reality Pump Studios,Topware Interactive,2009-04-30,2009,RPG,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,RPG;Open World;Fantasy,windows;mac;linux,2656,1055,3711,0.7157100511991377,1,Average,1000000-2000000,1500000.0,0.66286737,0.6048669,549925.44,Average,0.05284268393152902,1.0034365454464016,6.99,2.0781907597781832,0,0,0.0,0.0,0,1,0.653521043771415,8,0.6521576130130179,14,4,2009,23,4,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,2006-10-25,2006,Action;RPG,Single-player;Multi-player;Valve Anti-Cheat enabled,RPG;Action;First-Person,windows,4386,316,4702,0.9327945555082944,1,Great,1000000-2000000,1500000.0,0.8305908,0.96039385,541798.4,Great,0.10220377095858124,1.018325308874136,4.29,1.665818245870208,0,0,0.0,0.0,0,2,0.7407868810176089,7,0.7462233340125373,111,10,2006,29,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2200,Quake III Arena,id Software,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Steam Cloud,FPS;Action;Classic,windows,1362,66,1428,0.9537815126050421,1,Great,200000-500000,350000.0,0.90511274,0.97116697,494638.6,Great,0.04866876922735652,-0.34589337278674215,12.99,2.63834278867739,0,0,0.0,0.0,0,1,0.800388523986922,18,0.8114077263307801,19,8,2007,15,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,Quake IV,RavenSoft / id Software,Bethesda Softworks,2011-08-04,2011,Action,Single-player;Multi-player;Steam Cloud,FPS;Action;Shooter,windows,891,171,1062,0.8389830508474576,1,Great,200000-500000,350000.0,0.78850055,0.7757599,882951.5,Great,0.050482503438399995,-0.9253353970176992,12.99,2.63834278867739,0,0,0.0,0.0,18,1,0.7139077639746677,1,0.7792433888502999,35,8,2011,8,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,Wolfenstein 3D,id Software,Bethesda-Softworks,2007-08-03,2007,Action,Single-player;Steam Cloud,FPS;Classic;Action,windows,1773,87,1860,0.9532258064516129,1,Great,200000-500000,350000.0,0.7997374,0.88692975,272934.22,Great,0.15348841259556434,0.2487015826575938,2.99,1.3837912309017721,0,0,0.0,0.0,0,1,0.8004091056963082,18,0.7324486166003473,2,8,2007,14,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,Ultimate Doom,id Software,id Software,2007-08-03,2007,Action,Single-player;Steam Cloud,Classic;FPS;Action,windows,3705,257,3962,0.9351337708228168,1,Great,500000-1000000,750000.0,0.8900927,0.9820545,335391.5,Great,0.045041099905305804,0.8047730256320467,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8010791810899673,18,0.8120737171087166,19,8,2007,13,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,Final DOOM,id Software,id Software,2007-08-03,2007,Action,Single-player;Steam Cloud,FPS;Action;Classic,windows,573,82,655,0.8748091603053435,1,Great,200000-500000,350000.0,0.894804,0.97976124,336504.53,Great,-0.019994840549148685,0.039321432816285196,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8033134259239477,18,0.8142281674843407,19,8,2007,10,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,DOOM II,id Software,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Steam Cloud,Classic;FPS;Action,windows,2517,182,2699,0.9325676176361616,1,Great,500000-1000000,750000.0,0.8974534,0.9772868,397805.75,Great,0.03511419032140328,0.6341082383395662,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8011742238005842,18,0.8121653654368115,19,8,2007,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,QUAKE,id Software,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Co-op;Steam Cloud,FPS;Classic;Action,windows,2618,136,2754,0.9506172839506173,1,Great,200000-500000,350000.0,0.9000074,0.97677475,403483.03,Great,0.05060985721187827,-0.14220093656848043,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8005057176407895,18,0.8115207344970095,19,8,2007,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,QUAKE II,id Software,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Co-op;Steam Cloud,FPS;Action;Classic,windows,1369,107,1476,0.9275067750677507,1,Great,200000-500000,350000.0,0.89595723,0.9767959,397070.44,Great,0.031549543546144254,-0.12618016172717184,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8013616624142289,18,0.8123461098142546,19,8,2007,8,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,QUAKE II Mission Pack: The Reckoning,Xatrix Entertainment,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Steam Cloud,Action;FPS;Classic,windows,65,12,77,0.8441558441558441,1,Great,200000-500000,350000.0,0.8544697,0.95011693,309801.16,Great,-0.010313872393075574,0.12200213502575785,2.49,1.2499017362143359,0,0,0.0,0.0,0,1,0.7399788115351985,7,0.8153229287753943,19,8,2007,36,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,QUAKE II Mission Pack: Ground Zero,Rogue Entertainment,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Steam Cloud,Action;FPS;Shooter,windows,54,33,87,0.6206896551724138,0,Average,200000-500000,350000.0,0.7898868,0.55270904,330612.06,Average,-0.16919711746018506,0.05698729585339457,2.49,1.2499017362143359,0,0,0.0,0.0,0,1,0.7471424631947415,3,0.823303864096231,19,8,2007,34,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,QUAKE III: Team Arena,id Software,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Steam Cloud,Action;FPS;Competitive,windows,108,31,139,0.7769784172661871,1,Great,200000-500000,350000.0,0.9090779,0.972209,501607.9,Great,-0.13209946550053653,-0.35988472868273824,12.99,2.63834278867739,0,0,0.0,0.0,0,1,0.8069367867772499,18,0.817722122592882,19,8,2007,21,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,HeXen: Beyond Heretic,Raven Software,id Software,2007-08-03,2007,Action,Single-player;Steam Cloud,Action;FPS;Classic,windows,249,26,275,0.9054545454545454,1,Great,200000-500000,350000.0,0.89082044,0.9673717,262009.3,Great,0.014634101824326895,0.2895522220008555,2.99,1.3837912309017721,0,0,0.0,0.0,0,1,0.7538935042272951,5,0.8131336894432977,19,8,2007,21,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,HeXen: Deathkings of the Dark Citadel,Raven Software,id Software,2007-08-03,2007,Action,Single-player;Steam Cloud,Action;FPS;Classic,windows,57,20,77,0.7402597402597403,1,Average,100000-200000,150000.0,0.9059735,0.9745443,264161.75,Great,-0.16571375379314668,-0.5659234008411271,2.99,1.3837912309017721,0,0,0.0,0.0,0,1,0.765693133169781,5,0.8190335039145408,19,8,2007,37,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,Heretic: Shadow of the Serpent Riders,Raven Software,id Software,2007-08-03,2007,Action,Single-player;Multi-player;Steam Cloud,Classic;Action;FPS,windows,417,29,446,0.9349775784753364,1,Great,200000-500000,350000.0,0.88419735,0.9630306,296752.3,Great,0.05078022415862493,0.16503478120495707,2.99,1.3837912309017721,0,0,0.0,0.0,0,1,0.7517847161543815,5,0.8120792954068409,19,8,2007,37,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin Ltd.,2006-07-11,2006,Action;Indie;RPG,Single-player;Multi-player;Steam Trading Cards;Valve Anti-Cheat enabled,Multiplayer;Indie;Action,windows,4819,792,5611,0.8588486900730707,1,Great,1000000-2000000,1500000.0,0.68777525,0.7169247,306600.06,Great,0.171073435823498,1.5876736441402493,0.0,0.0,1,0,0.0,0.0,0,3,0.7185010745350223,2,0.7139077639746677,1,7,2006,22,4,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,2010-10-29,2010,Action,Single-player;Multi-player;Steam Achievements,Action;Multiplayer;FPS,windows,662,204,866,0.7644341801385681,1,Great,100000-200000,150000.0,0.7685184,0.8742036,229232.17,Great,-0.004084208132763667,-0.42409772487677166,4.29,1.665818245870208,0,12,2.5649493574615367,2.268431001890359,0,1,0.7270842118017953,2,0.7476263371406183,111,10,2010,16,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,Shadowgrounds,Frozenbyte,Frozenbyte,2006-05-08,2006,Action,Single-player;Shared/Split Screen;Steam Trading Cards,Action;Sci-fi;Top-Down Shooter,windows;mac,973,248,1221,0.7968877968877969,1,Great,500000-1000000,750000.0,0.78653973,0.9102066,424128.12,Great,0.010348063477915281,0.5700365830661287,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7380441589803107,8,0.7373478146820523,7,5,2006,13,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,Gumboy - Crazy Adventures™,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",2006-12-19,2006,Casual;Indie,Single-player,Casual;Indie;Singleplayer,windows,52,46,98,0.5306122448979592,0,Average,50000-100000,75000.0,0.7372629,0.51409274,57251.734,Average,-0.20665065974605323,0.27002601287226824,0.0,0.0,1,0,0.0,0.0,0,2,0.7301225625934387,9,0.738636737819673,10,12,2006,26,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2590,Alpha Prime,Black Element,Bohemia Interactive,2007-11-07,2007,Action,Single-player,Action;FPS;Sci-fi,windows,610,523,1133,0.5383936451897617,0,Average,200000-500000,350000.0,0.67062914,0.4901537,134539.16,Average,-0.13223549852514305,0.9560732943885508,2.99,1.3837912309017721,0,0,0.0,0.0,0,1,0.7139077639746677,1,0.6843888927174027,24,11,2007,11,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,2007-03-22,2007,Action,Single-player,RPG;Vampire;Cult Classic,windows,6161,362,6523,0.9445040625479074,1,Great,500000-1000000,750000.0,0.87286735,0.955263,730468.6,Great,0.0716367167379709,0.026386909604214637,14.99,2.771963526845863,0,0,0.0,0.0,0,1,0.728362485340303,2,0.7468104903772214,44,3,2007,36,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2610,GUN™,Neversoft,Activision,2006-10-13,2006,Action,Single-player,Western;Action;Open World,windows,740,87,827,0.8948004836759371,1,Great,50000-100000,75000.0,0.8001435,0.9475652,256578.17,Great,0.0946570033750338,-1.2299358401550755,9.99,2.39698576841553,0,0,0.0,0.0,0,1,0.7139077639746677,1,0.7477482937521641,44,10,2006,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,Call of Duty®,Infinity Ward,Activision,2006-10-13,2006,Action,Single-player;Multi-player,FPS;World War II;Action,windows,1555,117,1672,0.9300239234449761,1,Great,200000-500000,350000.0,0.7647106,0.9267898,372894.66,Great,0.16531331830047535,-0.06336258817980855,14.99,2.771963526845863,0,0,0.0,0.0,0,1,0.6787456189519224,3,0.7470837005489747,44,10,2006,13,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,Call of Duty® 2,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),2006-10-13,2006,Action,Single-player;Multi-player,Action;World War II;FPS,windows;mac,2434,236,2670,0.9116104868913858,1,Great,200000-500000,350000.0,0.8276782,0.9515853,412873.0,Great,0.08393228330862212,-0.1652064221031484,14.99,2.771963526845863,0,0,0.0,0.0,0,1,0.7472498724235622,3,0.7367099019689677,4,10,2006,15,4,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,2006-10-13,2006,Action,Single-player;Multi-player,Action;World War II;FPS,windows,490,97,587,0.8347529812606473,1,Great,200000-500000,350000.0,0.86207074,0.93265784,576332.3,Great,-0.02731775800860925,-0.4987501995689687,14.99,2.771963526845863,0,0,0.0,0.0,0,1,0.7324486166003473,2,0.7488812654958489,44,10,2006,30,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,Act of War: Direct Action,Eugen Systems,THQ Nordic,2008-03-12,2008,Action,Single-player;Multi-player,Action;Strategy;RTS,windows,180,33,213,0.8450704225352113,1,Great,20000-50000,35000.0,0.74448985,0.7637888,166032.23,Great,0.10058057392147224,-1.5568113258127205,1.99,1.095273387402595,0,0,0.0,0.0,0,1,0.7378531045743668,7,0.7274492122581486,98,3,2008,25,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2720,ThreadSpace: Hyperbol,Iocaine Studios,Atari,2007-07-12,2007,Action;Indie;Strategy,Single-player;Multi-player;Includes level editor,Strategy;Action;Indie,windows,31,9,40,0.775,1,Great,20000-50000,35000.0,0.66387177,0.608382,62857.066,Great,0.11112823486328127,-0.5855026176218026,3.99,1.6074359097634274,0,0,0.0,0.0,0,3,0.698722967249698,2,0.683123735858679,16,7,2007,21,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,2008-03-12,2008,Action,Single-player;Multi-player;Includes level editor,Action;Simulation;Shooter,windows,145,77,222,0.6531531531531531,0,Average,20000-50000,35000.0,0.64151055,0.34834403,110680.22,Average,0.011642606945725165,-1.1512775352243416,5.99,1.944480556245719,0,0,0.0,0.0,0,1,0.6804571965095527,16,0.6809113318700272,24,3,2008,23,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2800,X2: The Threat,Egosoft,Egosoft,2006-07-21,2006,Strategy,Single-player;Captions available;Steam Cloud,Space;Strategy;Simulation,windows,212,50,262,0.8091603053435115,1,Great,200000-500000,350000.0,0.7453211,0.85248876,136136.23,Great,0.06383921035373485,0.9442725283973399,4.99,1.7900914121273581,0,0,0.0,0.0,0,1,0.7008350167979652,8,0.7008350167979652,8,7,2006,14,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2810,X3: Reunion,Egosoft,Egosoft,2006-07-21,2006,Strategy,Single-player;Captions available;Steam Cloud,Space;Simulation;Strategy,windows;mac;linux,282,113,395,0.7139240506329114,1,Average,200000-500000,350000.0,0.7816105,0.9300412,483494.2,Great,-0.06768643825869014,-0.3231053249962148,9.99,2.39698576841553,0,0,0.0,0.0,0,1,0.7064371494280006,8,0.7064371494280006,8,7,2006,11,2,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2820,X3: Terran Conflict,Egosoft,Egosoft,2008-10-16,2008,Action;Simulation;Strategy,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Space;Simulation;Sci-fi,windows;mac;linux,1633,272,1905,0.8572178477690289,1,Great,500000-1000000,750000.0,0.8032352,0.8655706,856929.25,Great,0.05398267454362604,-0.13328201282010177,15.99,2.8326249356838407,0,33,3.5263605246161616,1.9423190111830486,0,3,0.6980081025376408,8,0.6980081025376408,8,10,2008,19,3,1,1,1,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2840,X: Beyond the Frontier,Egosoft,Egosoft,2010-10-08,2010,Simulation;Strategy,Single-player;Steam Cloud,Simulation;Space;Strategy,windows,142,48,190,0.7473684210526316,1,Average,200000-500000,350000.0,0.6604834,0.7576371,101855.92,Great,0.08688500115745945,1.2343669040076914,3.49,1.501852701754163,0,0,0.0,0.0,0,2,0.7044698335209582,8,0.7044698335209582,8,10,2010,22,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2850,X: Tension,Egosoft,Egosoft,2010-10-08,2010,Simulation;Strategy,Single-player;Steam Cloud,Simulation;Strategy;Space,windows,57,18,75,0.76,1,Great,20000-50000,35000.0,0.66865057,0.75663114,99957.78,Great,0.09134943246841432,-1.0493812492135994,3.49,1.501852701754163,0,0,0.0,0.0,0,2,0.7037267994652306,8,0.7037267994652306,8,10,2010,10,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2870,X Rebirth,Egosoft,Egosoft,2013-11-15,2013,Action;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Space;Simulation;Sci-fi,windows;mac;linux,2832,4032,6864,0.4125874125874126,0,Poor,200000-500000,350000.0,0.80870533,0.5888605,2254882.2,Great,-0.3961179173076069,-1.8629174130089101,24.99,3.2577118486533987,0,69,4.248495242049359,2.6548672566371683,0,2,0.7241628340189123,8,0.7241628340189123,8,11,2013,9,2,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2900,688(I) Hunter/Killer,Sonalysts,Strategy First,2006-10-26,2006,Strategy,Single-player;Multi-player,Strategy;Simulation;Naval,windows,52,17,69,0.7536231884057971,1,Great,20000-50000,35000.0,0.7762855,0.91780627,59948.16,Great,-0.022662340730860597,-0.5381202628854744,22.99,3.177637076851603,0,0,0.0,0.0,0,1,0.7235286409917667,4,0.5705153760060399,136,10,2006,20,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2910,Fleet Command,Sonalysts,Strategy First,2006-10-26,2006,Strategy,Single-player,Strategy;Simulation;Naval,windows,127,31,158,0.8037974683544303,1,Great,50000-100000,75000.0,0.7628035,0.93165916,48446.113,Great,0.040993973424163,0.4370286907897487,22.99,3.177637076851603,0,0,0.0,0.0,0,1,0.719669080995718,4,0.5701693464891527,136,10,2006,13,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2920,Sub Command,Sonalysts,Strategy First,2006-10-26,2006,Strategy,Single-player;Multi-player;Co-op;Includes level editor,Strategy;Simulation;Naval,windows,33,14,47,0.7021276595744681,1,Average,20000-50000,35000.0,0.7903546,0.9064579,64499.4,Great,-0.08822694991497282,-0.6112947395090096,22.99,3.177637076851603,0,0,0.0,0.0,0,1,0.7274898355172537,4,0.5708705175841869,136,10,2006,11,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2990,FlatOut 2™,Bugbear Entertainment,Strategy First,2006-12-21,2006,Racing,Single-player,Racing;Destruction;Multiplayer,windows,5438,343,5781,0.940667704549386,1,Great,500000-1000000,750000.0,0.8244339,0.977467,163693.53,Great,0.11623378178174681,1.5220724869967928,5.99,1.944480556245719,0,0,0.0,0.0,0,1,0.7405172933486311,3,0.5692254138257393,136,12,2006,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3010,Xpand Rally,Techland,Techland,2006-08-24,2006,Racing,Single-player;Multi-player,Racing;Multiplayer,windows,139,39,178,0.7808988764044944,1,Great,20000-50000,35000.0,0.7674874,0.8202708,119318.484,Great,0.013411469673842547,-1.2264280250314705,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7356804463560205,9,0.7093299128741669,2,8,2006,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3020,Call of Juarez™,Techland,Techland Publishing,2007-11-08,2007,Action,Single-player;Multi-player;Steam Trading Cards,Western;Action;FPS,windows,793,198,991,0.8002018163471241,1,Great,100000-200000,150000.0,0.79212344,0.87569994,247020.95,Great,0.008078379419328652,-0.49883527370489666,8.59,2.2607208888953467,0,0,0.0,0.0,0,1,0.7346080608036523,9,0.7355808887634119,5,11,2007,15,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,Xpand Rally Xtreme,Techland,Techland,2008-10-08,2008,Racing,Single-player;Multi-player,Racing;Offroad;Simulation,windows,71,36,107,0.6635514018691588,0,Average,20000-50000,35000.0,0.7253453,0.41000944,72021.055,Average,-0.06179391167988291,-0.7215957572702401,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7421997504968725,9,0.719997865104652,2,10,2008,18,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3130,Men of War: Red Tide,1C Entertainment,1C Entertainment;1C-SoftClub,2009-11-01,2009,Strategy,Single-player;Steam Cloud,Strategy;World War II;RTS,windows,294,69,363,0.8099173553719008,1,Great,200000-500000,350000.0,0.7277985,0.8177351,96878.305,Great,0.08211883385319352,1.2844700915687266,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.6961789301724187,10,0.7305203769565611,4,11,2009,20,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3170,King's Bounty: Armored Princess,Katauri Interactive,1C Entertainment,2009-11-19,2009,RPG;Strategy,Single-player;Steam Cloud,RPG;Turn-Based Strategy;Strategy,windows;mac,482,53,535,0.9009345794392524,1,Great,200000-500000,350000.0,0.8408439,0.9300169,305979.62,Great,0.060090663499921315,0.1344142062537852,7.99,2.196112848483529,0,0,0.0,0.0,0,2,0.731989011270612,2,0.6927681148986963,88,11,2009,31,4,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3230,Genesis Rising,Metamorf,THQ Nordic,2007-08-06,2007,Strategy,Single-player;Multi-player,Strategy;Space;Sci-fi,windows,30,94,124,0.24193548387096775,0,Poor,20000-50000,35000.0,0.6803214,0.29611093,121672.2,Average,-0.43838591152621853,-1.2459621360544197,4.49,1.7029282555214393,0,0,0.0,0.0,0,1,0.7139077639746677,1,0.733085987385852,98,8,2007,14,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,HandyGames,2007-08-29,2007,Adventure;Casual,Single-player,Puzzle;Adventure;Casual,windows,256,172,428,0.5981308411214953,0,Average,50000-100000,75000.0,0.70627654,0.4085106,52951.953,Average,-0.10814569486635872,0.3480976071105495,4.49,1.7029282555214393,0,0,0.0,0.0,0,2,0.7202854554861361,3,0.6793303083736784,26,8,2007,42,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3270,Painkiller Overdose,Mindware Studios,THQ Nordic,2007-10-30,2007,Action,Single-player;Multi-player,Action;FPS;Shooter,windows,429,137,566,0.7579505300353356,1,Great,200000-500000,350000.0,0.7071286,0.7248324,191656.38,Great,0.05082194565041742,0.6022267444007579,4.49,1.7029282555214393,0,0,0.0,0.0,0,1,0.7065009156526464,2,0.7282634168609513,98,10,2007,19,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,Zuma Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",2006-08-30,2006,Casual,Single-player,Casual;Match 3;Puzzle,windows;mac,437,37,474,0.9219409282700421,1,Great,100000-200000,150000.0,0.8857168,0.9736496,131620.22,Great,0.036224132348716465,0.13071375278436115,4.25,1.6582280766035324,0,0,0.0,0.0,0,1,0.8002851127970979,10,0.7762523450347253,18,8,2006,11,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
